競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生-07R, 三連単, 1  3  2, 31, 317, 0.098, 56
01_桐　生-08R, 三連単, 1  3  2, 29, 317, 0.091, 45
01_桐　生-09R, 三連単, 1  3  2, 5, 317, 0.016, 80
01_桐　生-10R, 三連単, 1  3  2, 22, 317, 0.069, 77
01_桐　生-11R, 三連単, 1  3  2, 20, 317, 0.063, 95
01_桐　生-12R, 三連単, 1  3  2, 5, 317, 0.016, 100
01_桐　生-01R, 三連複, 1  3  4, 2, 119, 0.017, 250
01_桐　生-01R, 三連単, 1  3  4, 45, 429, 0.105, 48
01_桐　生-02R, 三連複, 1  3  4, 1, 119, 0.008, 150
01_桐　生-02R, 三連単, 1  3  4, 1, 429, 0.002, 37
01_桐　生-03R, 三連複, 1  3  4, 1, 119, 0.008, 138
01_桐　生-03R, 三連単, 1  3  4, 11, 429, 0.026, 40
01_桐　生-04R, 三連複, 1  3  4, 8, 119, 0.067, 138
01_桐　生-04R, 三連単, 1  3  4, 8, 429, 0.019, 34
01_桐　生-05R, 三連複, 1  3  4, 53, 119, 0.445, 157
01_桐　生-05R, 三連単, 1  3  4, 58, 429, 0.135, 34
01_桐　生-06R, 三連複, 1  3  4, 2, 119, 0.017, 213
01_桐　生-06R, 三連単, 1  3  4, 35, 429, 0.082, 91
01_桐　生-07R, 三連複, 1  3  4, 19, 119, 0.16, 140
01_桐　生-07R, 三連単, 1  3  4, 77, 429, 0.179, 39
01_桐　生-08R, 三連複, 1  3  4, 28, 119, 0.235, 91
01_桐　生-08R, 三連単, 1  3  4, 28, 429, 0.065, 30
01_桐　生-09R, 三連複, 1  3  4, 10, 119, 0.084, 129
01_桐　生-09R, 三連単, 1  3  4, 10, 429, 0.023, 42
01_桐　生-10R, 三連複, 1  3  4, 4, 119, 0.034, 187
01_桐　生-10R, 三連単, 1  3  4, 8, 429, 0.019, 67
01_桐　生-11R, 三連複, 1  3  4, 4, 119, 0.034, 206
01_桐　生-11R, 三連単, 1  3  4, 56, 429, 0.131, 73
01_桐　生-12R, 三連複, 1  3  4, 3, 119, 0.025, 213
01_桐　生-12R, 三連単, 1  3  4, 45, 429, 0.105, 74
01_桐　生-01R, 三連複, 1  3  5, 29, 172, 0.169, 53
01_桐　生-01R, 三連単, 1  3  5, 294, 475, 0.619, 8
01_桐　生-02R, 三連複, 1  3  5, 47, 172, 0.273, 120
01_桐　生-02R, 三連単, 1  3  5, 61, 475, 0.128, 33
01_桐　生-03R, 三連複, 1  3  5, 10, 172, 0.058, 114
01_桐　生-03R, 三連単, 1  3  5, 32, 475, 0.067, 17
01_桐　生-04R, 三連複, 1  3  5, 15, 172, 0.087, 120
01_桐　生-04R, 三連単, 1  3  5, 93, 475, 0.196, 39
01_桐　生-05R, 三連複, 1  3  5, 7, 172, 0.041, 121
01_桐　生-05R, 三連単, 1  3  5, 7, 475, 0.015, 37
01_桐　生-06R, 三連複, 1  3  5, 4, 172, 0.023, 169
01_桐　生-06R, 三連単, 1  3  5, 4, 475, 0.008, 82
01_桐　生-07R, 三連複, 1  3  5, 8, 172, 0.047, 130
01_桐　生-07R, 三連単, 1  3  5, 44, 475, 0.093, 52
01_桐　生-08R, 三連複, 1  3  5, 2, 172, 0.012, 212
01_桐　生-08R, 三連単, 1  3  5, 6, 475, 0.013, 54
01_桐　生-09R, 三連複, 1  3  5, 12, 172, 0.07, 136
01_桐　生-09R, 三連単, 1  3  5, 17, 475, 0.036, 49
01_桐　生-10R, 三連複, 1  3  5, 14, 172, 0.081, 129
01_桐　生-10R, 三連単, 1  3  5, 33, 475, 0.069, 50
01_桐　生-11R, 三連複, 1  3  5, 0, 172, 0, 139
01_桐　生-11R, 三連単, 1  3  5, 0, 475, 0, 70
01_桐　生-12R, 三連複, 1  3  5, 8, 172, 0.047, 139
01_桐　生-12R, 三連単, 1  3  5, 14, 475, 0.029, 44
01_桐　生-01R, 三連複, 1  3  6, 7, 196, 0.036, 36
01_桐　生-01R, 三連単, 1  3  6, 15, 535, 0.028, 6
01_桐　生-02R, 三連複, 1  3  6, 4, 196, 0.02, 78
01_桐　生-02R, 三連単, 1  3  6, 4, 535, 0.007, 20
01_桐　生-03R, 三連複, 1  3  6, 18, 196, 0.092, 90
01_桐　生-03R, 三連単, 1  3  6, 18, 535, 0.034, 34
01_桐　生-04R, 三連複, 1  3  6, 6, 196, 0.031, 83
01_桐　生-04R, 三連単, 1  3  6, 52, 535, 0.097, 19
01_桐　生-05R, 三連複, 1  3  6, 1, 196, 0.005, 96
01_桐　生-05R, 三連単, 1  3  6, 1, 535, 0.002, 29
01_桐　生-06R, 三連複, 1  3  6, 5, 196, 0.026, 109
01_桐　生-06R, 三連単, 1  3  6, 5, 535, 0.009, 57
01_桐　生-07R, 三連複, 1  3  6, 6, 196, 0.031, 82
01_桐　生-07R, 三連単, 1  3  6, 72, 535, 0.135, 31
01_桐　生-08R, 三連複, 1  3  6, 18, 196, 0.092, 80
01_桐　生-08R, 三連単, 1  3  6, 290, 535, 0.542, 23
01_桐　生-09R, 三連複, 1  3  6, 11, 196, 0.056, 106
01_桐　生-09R, 三連単, 1  3  6, 274, 535, 0.512, 37
01_桐　生-10R, 三連複, 1  3  6, 1, 196, 0.005, 107
01_桐　生-10R, 三連単, 1  3  6, 63, 535, 0.118, 47
01_桐　生-11R, 三連複, 1  3  6, 1, 196, 0.005, 85
01_桐　生-11R, 三連単, 1  3  6, 1, 535, 0.002, 35
01_桐　生-12R, 三連複, 1  3  6, 9, 196, 0.046, 115
01_桐　生-12R, 三連単, 1  3  6, 103, 535, 0.193, 46
01_桐　生-01R, 拡連複, 1  4, 0, 34, 0, 854
01_桐　生-01R, 二連複, 1  4, 0, 99, 0, 415
01_桐　生-01R, 二連単, 1  4, 0, 156, 0, 206
01_桐　生-02R, 拡連複, 1  4, 1, 34, 0.029, 505
01_桐　生-02R, 二連複, 1  4, 22, 99, 0.222, 176
01_桐　生-02R, 二連単, 1  4, 22, 156, 0.141, 102
01_桐　生-03R, 拡連複, 1  4, 1, 34, 0.029, 451
01_桐　生-03R, 二連複, 1  4, 5, 99, 0.051, 168
01_桐　生-03R, 二連単, 1  4, 5, 156, 0.032, 87
01_桐　生-04R, 拡連複, 1  4, 1, 34, 0.029, 475
01_桐　生-04R, 二連複, 1  4, 23, 99, 0.232, 169
01_桐　生-04R, 二連単, 1  4, 29, 156, 0.186, 100
01_桐　生-05R, 拡連複, 1  4, 2, 34, 0.059, 460
01_桐　生-05R, 二連複, 1  4, 19, 99, 0.192, 161
01_桐　生-05R, 二連単, 1  4, 19, 156, 0.122, 100
01_桐　生-06R, 拡連複, 1  4, 1, 34, 0.029, 716
01_桐　生-06R, 二連複, 1  4, 2, 99, 0.02, 304
01_桐　生-06R, 二連単, 1  4, 2, 156, 0.013, 262
01_桐　生-07R, 拡連複, 1  4, 1, 34, 0.029, 515
01_桐　生-07R, 二連複, 1  4, 1, 99, 0.01, 176
01_桐　生-07R, 二連単, 1  4, 1, 156, 0.006, 119
01_桐　生-08R, 拡連複, 1  4, 1, 34, 0.029, 479
01_桐　生-08R, 二連複, 1  4, 20, 99, 0.202, 166
01_桐　生-08R, 二連単, 1  4, 20, 156, 0.128, 119
01_桐　生-09R, 拡連複, 1  4, 1, 34, 0.029, 504
01_桐　生-09R, 二連複, 1  4, 7, 99, 0.071, 195
01_桐　生-09R, 二連単, 1  4, 7, 156, 0.045, 119
01_桐　生-10R, 拡連複, 1  4, 2, 34, 0.059, 611
01_桐　生-10R, 二連複, 1  4, 2, 99, 0.02, 227
01_桐　生-10R, 二連単, 1  4, 2, 156, 0.013, 166
01_桐　生-11R, 拡連複, 1  4, 4, 34, 0.118, 681
01_桐　生-11R, 二連複, 1  4, 12, 99, 0.121, 291
01_桐　生-11R, 二連単, 1  4, 12, 156, 0.077, 213
01_桐　生-12R, 拡連複, 1  4, 1, 34, 0.029, 643
01_桐　生-12R, 二連複, 1  4, 3, 99, 0.03, 274
01_桐　生-12R, 二連単, 1  4, 3, 156, 0.019, 200
01_桐　生-01R, 三連単, 1  4  2, 52, 354, 0.147, 78
01_桐　生-02R, 三連単, 1  4  2, 80, 354, 0.226, 32
01_桐　生-03R, 三連単, 1  4  2, 5, 354, 0.014, 25
01_桐　生-04R, 三連単, 1  4  2, 48, 354, 0.136, 30
01_桐　生-05R, 三連単, 1  4  2, 19, 354, 0.054, 26
01_桐　生-06R, 三連単, 1  4  2, 16, 354, 0.045, 84
01_桐　生-07R, 三連単, 1  4  2, 1, 354, 0.003, 41
01_桐　生-08R, 三連単, 1  4  2, 82, 354, 0.232, 35
01_桐　生-09R, 三連単, 1  4  2, 32, 354, 0.09, 48
01_桐　生-10R, 三連単, 1  4  2, 74, 354, 0.209, 50
01_桐　生-11R, 三連単, 1  4  2, 12, 354, 0.034, 69
01_桐　生-12R, 三連単, 1  4  2, 36, 354, 0.102, 56
01_桐　生-01R, 三連単, 1  4  3, 2, 400, 0.005, 58
01_桐　生-02R, 三連単, 1  4  3, 22, 400, 0.055, 33
01_桐　生-03R, 三連単, 1  4  3, 133, 400, 0.333, 27
01_桐　生-04R, 三連単, 1  4  3, 29, 400, 0.073, 29
01_桐　生-05R, 三連単, 1  4  3, 70, 400, 0.175, 33
01_桐　生-06R, 三連単, 1  4  3, 2, 400, 0.005, 75
01_桐　生-07R, 三連単, 1  4  3, 93, 400, 0.233, 35
01_桐　生-08R, 三連単, 1  4  3, 32, 400, 0.08, 22
01_桐　生-09R, 三連単, 1  4  3, 146, 400, 0.365, 27
01_桐　生-10R, 三連単, 1  4  3, 4, 400, 0.01, 42
01_桐　生-11R, 三連単, 1  4  3, 15, 400, 0.038, 62
01_桐　生-12R, 三連単, 1  4  3, 3, 400, 0.008, 65
01_桐　生-01R, 三連複, 1  4  5, 0, 203, 0, 198
01_桐　生-01R, 三連単, 1  4  5, 0, 604, 0, 38
01_桐　生-02R, 三連複, 1  4  5, 30, 203, 0.148, 93
01_桐　生-02R, 三連単, 1  4  5, 30, 604, 0.05, 26
01_桐　生-03R, 三連複, 1  4  5, 8, 203, 0.039, 77
01_桐　生-03R, 三連単, 1  4  5, 63, 604, 0.104, 17
01_桐　生-04R, 三連複, 1  4  5, 40, 203, 0.197, 102
01_桐　生-04R, 三連単, 1  4  5, 40, 604, 0.066, 24
01_桐　生-05R, 三連複, 1  4  5, 43, 203, 0.212, 77
01_桐　生-05R, 三連単, 1  4  5, 148, 604, 0.245, 16
01_桐　生-06R, 三連複, 1  4  5, 27, 203, 0.133, 171
01_桐　生-06R, 三連単, 1  4  5, 36, 604, 0.06, 65
01_桐　生-07R, 三連複, 1  4  5, 16, 203, 0.079, 89
01_桐　生-07R, 三連単, 1  4  5, 24, 604, 0.04, 21
01_桐　生-08R, 三連複, 1  4  5, 5, 203, 0.025, 182
01_桐　生-08R, 三連単, 1  4  5, 30, 604, 0.05, 45
01_桐　生-09R, 三連複, 1  4  5, 7, 203, 0.034, 92
01_桐　生-09R, 三連単, 1  4  5, 7, 604, 0.012, 24
01_桐　生-10R, 三連複, 1  4  5, 2, 203, 0.01, 115
01_桐　生-10R, 三連単, 1  4  5, 2, 604, 0.003, 43
01_桐　生-11R, 三連複, 1  4  5, 26, 203, 0.128, 138
01_桐　生-11R, 三連単, 1  4  5, 27, 604, 0.045, 49
01_桐　生-12R, 三連複, 1  4  5, 15, 203, 0.074, 123
01_桐　生-12R, 三連単, 1  4  5, 65, 604, 0.108, 44
01_桐　生-01R, 三連複, 1  4  6, 4, 228, 0.018, 116
01_桐　生-01R, 三連単, 1  4  6, 75, 644, 0.116, 32
01_桐　生-02R, 三連複, 1  4  6, 103, 228, 0.452, 76
01_桐　生-02R, 三連単, 1  4  6, 295, 644, 0.458, 11
01_桐　生-03R, 三連複, 1  4  6, 2, 228, 0.009, 81
01_桐　生-03R, 三連単, 1  4  6, 28, 644, 0.043, 18
01_桐　生-04R, 三連複, 1  4  6, 1, 228, 0.004, 72
01_桐　生-04R, 三連単, 1  4  6, 212, 644, 0.329, 17
01_桐　生-05R, 三連複, 1  4  6, 24, 228, 0.105, 75
01_桐　生-05R, 三連単, 1  4  6, 24, 644, 0.037, 25
01_桐　生-06R, 三連複, 1  4  6, 19, 228, 0.083, 101
01_桐　生-06R, 三連単, 1  4  6, 130, 644, 0.202, 38
01_桐　生-07R, 三連複, 1  4  6, 20, 228, 0.088, 84
01_桐　生-07R, 三連単, 1  4  6, 105, 644, 0.163, 22
01_桐　生-08R, 三連複, 1  4  6, 1, 228, 0.004, 55
01_桐　生-08R, 三連単, 1  4  6, 20, 644, 0.031, 17
01_桐　生-09R, 三連複, 1  4  6, 38, 228, 0.167, 76
01_桐　生-09R, 三連単, 1  4  6, 46, 644, 0.071, 20
01_桐　生-10R, 三連複, 1  4  6, 5, 228, 0.022, 91
01_桐　生-10R, 三連単, 1  4  6, 29, 644, 0.045, 31
01_桐　生-11R, 三連複, 1  4  6, 39, 228, 0.171, 87
01_桐　生-11R, 三連単, 1  4  6, 39, 644, 0.061, 33
01_桐　生-12R, 三連複, 1  4  6, 18, 228, 0.079, 91
01_桐　生-12R, 三連単, 1  4  6, 18, 644, 0.028, 35
01_桐　生-01R, 拡連複, 1  5, 0, 41, 0, 343
01_桐　生-01R, 二連複, 1  5, 29, 120, 0.242, 85
01_桐　生-01R, 二連単, 1  5, 113, 219, 0.516, 54
01_桐　生-02R, 拡連複, 1  5, 0, 41, 0, 394
01_桐　生-02R, 二連複, 1  5, 37, 120, 0.308, 133
01_桐　生-02R, 二連単, 1  5, 37, 219, 0.169, 78
01_桐　生-03R, 拡連複, 1  5, 3, 41, 0.073, 368
01_桐　生-03R, 二連複, 1  5, 10, 120, 0.083, 114
01_桐　生-03R, 二連単, 1  5, 13, 219, 0.059, 74
01_桐　生-04R, 拡連複, 1  5, 15, 41, 0.366, 394
01_桐　生-04R, 二連複, 1  5, 15, 120, 0.125, 112
01_桐　生-04R, 二連単, 1  5, 85, 219, 0.388, 71
01_桐　生-05R, 拡連複, 1  5, 3, 41, 0.073, 400
01_桐　生-05R, 二連複, 1  5, 30, 120, 0.25, 139
01_桐　生-05R, 二連単, 1  5, 30, 219, 0.137, 88
01_桐　生-06R, 拡連複, 1  5, 4, 41, 0.098, 604
01_桐　生-06R, 二連複, 1  5, 9, 120, 0.075, 250
01_桐　生-06R, 二連単, 1  5, 9, 219, 0.041, 203
01_桐　生-07R, 拡連複, 1  5, 8, 41, 0.195, 429
01_桐　生-07R, 二連複, 1  5, 8, 120, 0.067, 149
01_桐　生-07R, 二連単, 1  5, 8, 219, 0.037, 93
01_桐　生-08R, 拡連複, 1  5, 0, 41, 0, 800
01_桐　生-08R, 二連複, 1  5, 2, 120, 0.017, 390
01_桐　生-08R, 二連単, 1  5, 2, 219, 0.009, 261
01_桐　生-09R, 拡連複, 1  5, 0, 41, 0, 475
01_桐　生-09R, 二連複, 1  5, 8, 120, 0.067, 163
01_桐　生-09R, 二連単, 1  5, 8, 219, 0.037, 101
01_桐　生-10R, 拡連複, 1  5, 0, 41, 0, 489
01_桐　生-10R, 二連複, 1  5, 0, 120, 0, 187
01_桐　生-10R, 二連単, 1  5, 0, 219, 0, 135
01_桐　生-11R, 拡連複, 1  5, 0, 41, 0, 500
01_桐　生-11R, 二連複, 1  5, 16, 120, 0.133, 151
01_桐　生-11R, 二連単, 1  5, 16, 219, 0.073, 107
01_桐　生-12R, 拡連複, 1  5, 2, 41, 0.049, 494
01_桐　生-12R, 二連複, 1  5, 2, 120, 0.017, 190
01_桐　生-12R, 二連単, 1  5, 2, 219, 0.009, 140
01_桐　生-01R, 三連単, 1  5  2, 113, 611, 0.185, 18
01_桐　生-02R, 三連単, 1  5  2, 42, 611, 0.069, 29
01_桐　生-03R, 三連単, 1  5  2, 137, 611, 0.224, 24
01_桐　生-04R, 三連単, 1  5  2, 128, 611, 0.209, 23
01_桐　生-05R, 三連単, 1  5  2, 30, 611, 0.049, 25
01_桐　生-06R, 三連単, 1  5  2, 78, 611, 0.128, 67
01_桐　生-07R, 三連単, 1  5  2, 121, 611, 0.198, 26
01_桐　生-08R, 三連単, 1  5  2, 55, 611, 0.09, 101
01_桐　生-09R, 三連単, 1  5  2, 92, 611, 0.151, 34
01_桐　生-10R, 三連単, 1  5  2, 0, 611, 0, 51
01_桐　生-11R, 三連単, 1  5  2, 45, 611, 0.074, 39
01_桐　生-12R, 三連単, 1  5  2, 4, 611, 0.007, 41
01_桐　生-01R, 三連単, 1  5  3, 115, 610, 0.189, 15
01_桐　生-02R, 三連単, 1  5  3, 133, 610, 0.218, 21
01_桐　生-03R, 三連単, 1  5  3, 13, 610, 0.021, 22
01_桐　生-04R, 三連単, 1  5  3, 176, 610, 0.289, 20
01_桐　生-05R, 三連単, 1  5  3, 147, 610, 0.241, 19
01_桐　生-06R, 三連単, 1  5  3, 9, 610, 0.015, 49
01_桐　生-07R, 三連単, 1  5  3, 8, 610, 0.013, 24
01_桐　生-08R, 三連単, 1  5  3, 2, 610, 0.003, 64
01_桐　生-09R, 三連単, 1  5  3, 12, 610, 0.02, 29
01_桐　生-10R, 三連単, 1  5  3, 14, 610, 0.023, 32
01_桐　生-11R, 三連単, 1  5  3, 16, 610, 0.026, 36
01_桐　生-12R, 三連単, 1  5  3, 11, 610, 0.018, 45
01_桐　生-01R, 三連単, 1  5  4, 189, 891, 0.212, 16
01_桐　生-02R, 三連単, 1  5  4, 37, 891, 0.042, 16
01_桐　生-03R, 三連単, 1  5  4, 296, 891, 0.332, 13
01_桐　生-04R, 三連単, 1  5  4, 140, 891, 0.157, 11
01_桐　生-05R, 三連単, 1  5  4, 144, 891, 0.162, 21
01_桐　生-06R, 三連単, 1  5  4, 27, 891, 0.03, 59
01_桐　生-07R, 三連単, 1  5  4, 16, 891, 0.018, 21
01_桐　生-08R, 三連単, 1  5  4, 42, 891, 0.047, 50
01_桐　生-09R, 三連単, 1  5  4, 27, 891, 0.03, 20
01_桐　生-10R, 三連単, 1  5  4, 332, 891, 0.373, 24
01_桐　生-11R, 三連単, 1  5  4, 26, 891, 0.029, 24
01_桐　生-12R, 三連単, 1  5  4, 117, 891, 0.131, 26
01_桐　生-01R, 三連複, 1  5  6, 221, 358, 0.617, 21
01_桐　生-01R, 三連単, 1  5  6, 502, 765, 0.656, 5
01_桐　生-02R, 三連複, 1  5  6, 46, 358, 0.128, 50
01_桐　生-02R, 三連単, 1  5  6, 46, 765, 0.06, 12
01_桐　生-03R, 三連複, 1  5  6, 3, 358, 0.008, 61
01_桐　生-03R, 三連単, 1  5  6, 176, 765, 0.23, 15
01_桐　生-04R, 三連複, 1  5  6, 85, 358, 0.237, 51
01_桐　生-04R, 三連単, 1  5  6, 85, 765, 0.111, 17
01_桐　生-05R, 三連複, 1  5  6, 41, 358, 0.115, 61
01_桐　生-05R, 三連単, 1  5  6, 113, 765, 0.148, 23
01_桐　生-06R, 三連複, 1  5  6, 11, 358, 0.031, 75
01_桐　生-06R, 三連単, 1  5  6, 33, 765, 0.043, 28
01_桐　生-07R, 三連複, 1  5  6, 13, 358, 0.036, 64
01_桐　生-07R, 三連単, 1  5  6, 151, 765, 0.197, 22
01_桐　生-08R, 三連複, 1  5  6, 3, 358, 0.008, 115
01_桐　生-08R, 三連単, 1  5  6, 130, 765, 0.17, 46
01_桐　生-09R, 三連複, 1  5  6, 8, 358, 0.022, 59
01_桐　生-09R, 三連単, 1  5  6, 8, 765, 0.01, 18
01_桐　生-10R, 三連複, 1  5  6, 23, 358, 0.064, 62
01_桐　生-10R, 三連単, 1  5  6, 23, 765, 0.03, 28
01_桐　生-11R, 三連複, 1  5  6, 125, 358, 0.349, 60
01_桐　生-11R, 三連単, 1  5  6, 1058, 765, 1.383, 8
01_桐　生-12R, 三連複, 1  5  6, 2, 358, 0.006, 75
01_桐　生-12R, 三連単, 1  5  6, 2, 765, 0.003, 28
01_桐　生-01R, 拡連複, 1  6, 4, 69, 0.058, 214
01_桐　生-01R, 二連複, 1  6, 63, 175, 0.36, 48
01_桐　生-01R, 二連単, 1  6, 63, 232, 0.272, 34
01_桐　生-02R, 拡連複, 1  6, 4, 69, 0.058, 297
01_桐　生-02R, 二連複, 1  6, 59, 175, 0.337, 89
01_桐　生-02R, 二連単, 1  6, 108, 232, 0.466, 63
01_桐　生-03R, 拡連複, 1  6, 2, 69, 0.029, 323
01_桐　生-03R, 二連複, 1  6, 3, 175, 0.017, 91
01_桐　生-03R, 二連単, 1  6, 3, 232, 0.013, 60
01_桐　生-04R, 拡連複, 1  6, 1, 69, 0.014, 319
01_桐　生-04R, 二連複, 1  6, 1, 175, 0.006, 87
01_桐　生-04R, 二連単, 1  6, 28, 232, 0.121, 58
01_桐　生-05R, 拡連複, 1  6, 1, 69, 0.014, 332
01_桐　生-05R, 二連複, 1  6, 5, 175, 0.029, 96
01_桐　生-05R, 二連単, 1  6, 13, 232, 0.056, 65
01_桐　生-06R, 拡連複, 1  6, 5, 69, 0.072, 422
01_桐　生-06R, 二連複, 1  6, 11, 175, 0.063, 142
01_桐　生-06R, 二連単, 1  6, 11, 232, 0.047, 115
01_桐　生-07R, 拡連複, 1  6, 0, 69, 0, 375
01_桐　生-07R, 二連複, 1  6, 7, 175, 0.04, 102
01_桐　生-07R, 二連単, 1  6, 7, 232, 0.03, 66
01_桐　生-08R, 拡連複, 1  6, 1, 69, 0.014, 341
01_桐　生-08R, 二連複, 1  6, 1, 175, 0.006, 97
01_桐　生-08R, 二連単, 1  6, 1, 232, 0.004, 65
01_桐　生-09R, 拡連複, 1  6, 2, 69, 0.029, 389
01_桐　生-09R, 二連複, 1  6, 14, 175, 0.08, 117
01_桐　生-09R, 二連単, 1  6, 14, 232, 0.06, 75
01_桐　生-10R, 拡連複, 1  6, 1, 69, 0.014, 358
01_桐　生-10R, 二連複, 1  6, 1, 175, 0.006, 96
01_桐　生-10R, 二連単, 1  6, 1, 232, 0.004, 67
01_桐　生-11R, 拡連複, 1  6, 1, 69, 0.014, 346
01_桐　生-11R, 二連複, 1  6, 11, 175, 0.063, 103
01_桐　生-11R, 二連単, 1  6, 11, 232, 0.047, 79
01_桐　生-12R, 拡連複, 1  6, 2, 69, 0.029, 414
01_桐　生-12R, 二連複, 1  6, 16, 175, 0.091, 124
01_桐　生-12R, 二連単, 1  6, 16, 232, 0.069, 101
01_桐　生-01R, 三連単, 1  6  2, 151, 941, 0.16, 11
01_桐　生-02R, 三連単, 1  6  2, 108, 941, 0.115, 17
01_桐　生-03R, 三連単, 1  6  2, 85, 941, 0.09, 22
01_桐　生-04R, 三連単, 1  6  2, 28, 941, 0.03, 22
01_桐　生-05R, 三連単, 1  6  2, 168, 941, 0.179, 22
01_桐　生-06R, 三連単, 1  6  2, 23, 941, 0.024, 38
01_桐　生-07R, 三連単, 1  6  2, 17, 941, 0.018, 23
01_桐　生-08R, 三連単, 1  6  2, 268, 941, 0.285, 13
01_桐　生-09R, 三連単, 1  6  2, 14, 941, 0.015, 27
01_桐　生-10R, 三連単, 1  6  2, 20, 941, 0.021, 18
01_桐　生-11R, 三連単, 1  6  2, 11, 941, 0.012, 21
01_桐　生-12R, 三連単, 1  6  2, 57, 941, 0.061, 29
01_桐　生-01R, 三連単, 1  6  3, 202, 896, 0.225, 8
01_桐　生-02R, 三連単, 1  6  3, 128, 896, 0.143, 10
01_桐　生-03R, 三連単, 1  6  3, 86, 896, 0.096, 11
01_桐　生-04R, 三連単, 1  6  3, 36, 896, 0.04, 14
01_桐　生-05R, 三連単, 1  6  3, 13, 896, 0.015, 19
01_桐　生-06R, 三連単, 1  6  3, 100, 896, 0.112, 25
01_桐　生-07R, 三連単, 1  6  3, 7, 896, 0.008, 14
01_桐　生-08R, 三連単, 1  6  3, 18, 896, 0.02, 22
01_桐　生-09R, 三連単, 1  6  3, 303, 896, 0.338, 13
01_桐　生-10R, 三連単, 1  6  3, 1, 896, 0.001, 18
01_桐　生-11R, 三連単, 1  6  3, 24, 896, 0.027, 19
01_桐　生-12R, 三連単, 1  6  3, 16, 896, 0.018, 25
01_桐　生-01R, 三連単, 1  6  4, 63, 990, 0.064, 14
01_桐　生-02R, 三連単, 1  6  4, 283, 990, 0.286, 25
01_桐　生-03R, 三連単, 1  6  4, 38, 990, 0.038, 19
01_桐　生-04R, 三連単, 1  6  4, 125, 990, 0.126, 10
01_桐　生-05R, 三連単, 1  6  4, 47, 990, 0.047, 13
01_桐　生-06R, 三連単, 1  6  4, 19, 990, 0.019, 28
01_桐　生-07R, 三連単, 1  6  4, 113, 990, 0.114, 16
01_桐　生-08R, 三連単, 1  6  4, 1, 990, 0.001, 10
01_桐　生-09R, 三連単, 1  6  4, 38, 990, 0.038, 19
01_桐　生-10R, 三連単, 1  6  4, 34, 990, 0.034, 21
01_桐　生-11R, 三連単, 1  6  4, 42, 990, 0.042, 21
01_桐　生-12R, 三連単, 1  6  4, 43, 990, 0.043, 28
01_桐　生-01R, 三連単, 1  6  5, 1893, 1319, 0, 0
01_桐　生-02R, 三連単, 1  6  5, 388, 1319, 0.294, 11
01_桐　生-03R, 三連単, 1  6  5, 3, 1319, 0.002, 8
01_桐　生-04R, 三連単, 1  6  5, 126, 1319, 0.096, 12
01_桐　生-05R, 三連単, 1  6  5, 62, 1319, 0.047, 11
01_桐　生-06R, 三連単, 1  6  5, 11, 1319, 0.008, 24
01_桐　生-07R, 三連単, 1  6  5, 13, 1319, 0.01, 13
01_桐　生-08R, 三連単, 1  6  5, 84, 1319, 0.064, 20
01_桐　生-09R, 三連単, 1  6  5, 203, 1319, 0.154, 16
01_桐　生-10R, 三連単, 1  6  5, 289, 1319, 0.219, 10
01_桐　生-11R, 三連単, 1  6  5, 125, 1319, 0.095, 18
01_桐　生-12R, 三連単, 1  6  5, 102, 1319, 0.077, 19
01_桐　生-01R, 単勝一着, 2, 16, 65, 0.246, 245
01_桐　生-01R, 単勝ニ着, 2, 3, 62, 0.048, 331
01_桐　生-02R, 単勝一着, 2, 7, 65, 0.108, 380
01_桐　生-02R, 単勝ニ着, 2, 0, 62, 0, 371
01_桐　生-03R, 単勝一着, 2, 6, 65, 0.092, 400
01_桐　生-03R, 単勝ニ着, 2, 4, 62, 0.065, 368
01_桐　生-04R, 単勝一着, 2, 0, 65, 0, 376
01_桐　生-04R, 単勝ニ着, 2, 12, 62, 0.194, 393
01_桐　生-05R, 単勝一着, 2, 6, 65, 0.092, 372
01_桐　生-05R, 単勝ニ着, 2, 0, 62, 0, 379
01_桐　生-06R, 単勝一着, 2, 43, 65, 0.662, 120
01_桐　生-06R, 単勝ニ着, 2, 1, 62, 0.016, 461
01_桐　生-07R, 単勝一着, 2, 0, 65, 0, 390
01_桐　生-07R, 単勝ニ着, 2, 2, 62, 0.032, 408
01_桐　生-08R, 単勝一着, 2, 0, 65, 0, 234
01_桐　生-08R, 単勝ニ着, 2, 7, 62, 0.113, 385
01_桐　生-09R, 単勝一着, 2, 0, 65, 0, 324
01_桐　生-09R, 単勝ニ着, 2, 1, 62, 0.016, 443
01_桐　生-10R, 単勝一着, 2, 12, 65, 0.185, 294
01_桐　生-10R, 単勝ニ着, 2, 17, 62, 0.274, 425
01_桐　生-11R, 単勝一着, 2, 6, 65, 0.092, 226
01_桐　生-11R, 単勝ニ着, 2, 2, 62, 0.032, 474
01_桐　生-12R, 単勝一着, 2, 6, 65, 0.092, 217
01_桐　生-12R, 単勝ニ着, 2, 1, 62, 0.016, 453
01_桐　生-01R, 二連単, 2  1, 16, 171, 0.094, 78
01_桐　生-02R, 二連単, 2  1, 7, 171, 0.041, 139
01_桐　生-03R, 二連単, 2  1, 26, 171, 0.152, 133
01_桐　生-04R, 二連単, 2  1, 89, 171, 0.52, 117
